Machine Module SVA1032X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+5.000000000E+07
Stop Frequency,+3.000000000E+08
Format,Log Mag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
5.000000e+07,-8.759362e+00
5.125000e+07,-8.827555e+00
5.250000e+07,-8.543237e+00
5.375000e+07,-8.374741e+00
5.500000e+07,-8.240887e+00
5.625000e+07,-8.006567e+00
5.750000e+07,-7.705627e+00
5.875000e+07,-7.540241e+00
6.000000e+07,-7.375075e+00
6.125000e+07,-7.143955e+00
6.250000e+07,-7.071376e+00
6.375000e+07,-6.871463e+00
6.500000e+07,-6.678986e+00
6.625000e+07,-6.555145e+00
6.750000e+07,-6.477614e+00
6.875000e+07,-6.304488e+00
7.000000e+07,-6.121078e+00
7.125000e+07,-5.765029e+00
7.250000e+07,-5.536385e+00
7.375000e+07,-5.471485e+00
7.500000e+07,-5.288658e+00
7.625000e+07,-5.205089e+00
7.750000e+07,-5.107211e+00
7.875000e+07,-5.010463e+00
8.000000e+07,-4.916788e+00
8.125000e+07,-4.738836e+00
8.250000e+07,-4.572625e+00
8.375000e+07,-4.503432e+00
8.500000e+07,-4.446166e+00
8.625000e+07,-4.313805e+00
8.750000e+07,-4.089317e+00
8.875000e+07,-4.021760e+00
9.000000e+07,-4.013861e+00
9.125000e+07,-3.768849e+00
9.250000e+07,-3.747323e+00
9.375000e+07,-3.708002e+00
9.500000e+07,-3.565097e+00
9.625000e+07,-3.481174e+00
9.750000e+07,-3.409349e+00
9.875000e+07,-3.208281e+00
1.000000e+08,-3.223271e+00
1.012500e+08,-3.043117e+00
1.025000e+08,-3.007583e+00
1.037500e+08,-2.912019e+00
1.050000e+08,-2.905644e+00
1.062500e+08,-2.799162e+00
1.075000e+08,-2.628704e+00
1.087500e+08,-2.602753e+00
1.100000e+08,-2.520940e+00
1.112500e+08,-2.472238e+00
1.125000e+08,-2.359768e+00
1.137500e+08,-2.400370e+00
1.150000e+08,-2.240980e+00
