Machine Module SVA1032X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+1.000000000E+08
Stop Frequency,+8.000000000E+08
Format,Smith,R+jX
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+08,-3.162082e+00,-4.160872e+01,3.825038e-11,F
1.009333e+08,-2.852161e+00,-3.980056e+01,3.961834e-11,F
1.018667e+08,-2.636586e+00,-3.795993e+01,4.115879e-11,F
1.028000e+08,-2.502180e+00,-3.620970e+01,4.275649e-11,F
1.037333e+08,-2.349166e+00,-3.445921e+01,4.452423e-11,F
1.046667e+08,-2.254541e+00,-3.274242e+01,4.644094e-11,F
1.056000e+08,-2.083835e+00,-3.107432e+01,4.850144e-11,F
1.065333e+08,-1.927729e+00,-2.943197e+01,5.075926e-11,F
1.074667e+08,-1.770676e+00,-2.785879e+01,5.315990e-11,F
1.084000e+08,-1.606012e+00,-2.633177e+01,5.575846e-11,F
1.093333e+08,-1.452574e+00,-2.478518e+01,5.873208e-11,F
1.102667e+08,-1.297417e+00,-2.325229e+01,6.207407e-11,F
1.112000e+08,-1.195563e+00,-2.169659e+01,6.596657e-11,F
1.121333e+08,-1.017891e+00,-2.018646e+01,7.031131e-11,F
1.130667e+08,-8.725979e-01,-1.867468e+01,7.537589e-11,F
1.140000e+08,-6.816270e-01,-1.713228e+01,8.148919e-11,F
1.149333e+08,-5.154960e-01,-1.560609e+01,8.873193e-11,F
1.158667e+08,-2.878468e-01,-1.407414e+01,9.759775e-11,F
1.168000e+08,-1.047603e-01,-1.251918e+01,1.088433e-10,F
1.177333e+08,1.220394e-01,-1.097251e+01,1.232012e-10,F
1.186667e+08,3.936898e-01,-9.417402e+00,1.424165e-10,F
1.196000e+08,6.658109e-01,-7.805906e+00,1.704769e-10,F
1.205333e+08,8.033122e-01,-6.271641e+00,2.105386e-10,F
1.214667e+08,9.648972e-01,-4.716128e+00,2.778289e-10,F
1.224000e+08,1.162181e+00,-3.163830e+00,4.109847e-10,F
1.233333e+08,1.296133e+00,-1.631530e+00,7.909419e-10,F
1.242667e+08,1.553119e+00,8.706434e-03,1.115079e-11,H
1.252000e+08,1.909382e+00,1.684810e+00,2.141740e-09,H
1.261333e+08,2.127786e+00,3.276143e+00,4.133835e-09,H
1.270667e+08,2.467072e+00,5.021602e+00,6.289713e-09,H
1.280000e+08,2.776421e+00,6.739143e+00,8.379437e-09,H
1.289333e+08,3.105839e+00,8.596128e+00,1.061104e-08,H
1.298667e+08,3.310689e+00,1.044957e+01,1.280622e-08,H
1.308000e+08,3.488748e+00,1.231671e+01,1.498674e-08,H
1.317333e+08,3.765151e+00,1.437430e+01,1.736645e-08,H
1.326667e+08,4.084045e+00,1.649778e+01,1.979173e-08,H
1.336000e+08,4.386104e+00,1.846076e+01,2.199192e-08,H
1.345333e+08,4.799838e+00,2.058947e+01,2.435765e-08,H
1.354667e+08,5.154318e+00,2.269691e+01,2.666579e-08,H
1.364000e+08,5.523638e+00,2.498048e+01,2.914785e-08,H
1.373333e+08,5.973546e+00,2.741957e+01,3.177641e-08,H
1.382667e+08,6.547260e+00,3.003214e+01,3.456917e-08,H
1.392000e+08,7.066175e+00,3.263856e+01,3.731744e-08,H
1.401333e+08,7.677121e+00,3.545518e+01,4.026784e-08,H
1.410667e+08,8.257690e+00,3.843334e+01,4.336145e-08,H
1.420000e+08,8.930420e+00,4.149935e+01,4.651286e-08,H
1.429333e+08,9.588286e+00,4.488813e+01,4.998251e-08,H
1.438667e+08,1.050816e+01,4.865982e+01,5.383075e-08,H
1.448000e+08,1.126366e+01,5.234292e+01,5.753200e-08,H
1.457333e+08,1.224123e+01,5.626857e+01,6.145074e-08,H
1.466667e+08,1.325268e+01,6.029011e+01,6.542365e-08,H
1.476000e+08,1.449205e+01,6.451003e+01,6.956024e-08,H
1.485333e+08,1.573782e+01,6.939433e+01,7.435672e-08,H
1.494667e+08,1.715356e+01,7.458343e+01,7.941785e-08,H
1.504000e+08,1.902564e+01,8.068443e+01,8.538115e-08,H
1.513333e+08,2.106870e+01,8.723415e+01,9.174281e-08,H
1.522667e+08,2.350463e+01,9.447682e+01,9.875079e-08,H
1.532000e+08,2.616908e+01,1.027660e+02,1.067605e-07,H
1.541333e+08,2.942395e+01,1.115945e+02,1.152302e-07,H
1.550667e+08,3.339605e+01,1.220296e+02,1.252469e-07,H
1.560000e+08,3.866229e+01,1.340474e+02,1.367584e-07,H
1.569333e+08,4.457067e+01,1.474719e+02,1.495596e-07,H
1.578667e+08,5.251348e+01,1.631430e+02,1.644743e-07,H
1.588000e+08,6.221000e+01,1.818550e+02,1.822614e-07,H
1.597333e+08,7.684214e+01,2.043417e+02,2.036018e-07,H
1.606667e+08,9.634103e+01,2.303670e+02,2.281995e-07,H
1.616000e+08,1.238392e+02,2.648200e+02,2.608132e-07,H
1.625333e+08,1.647140e+02,3.048850e+02,2.985477e-07,H
1.634667e+08,2.326679e+02,3.555265e+02,3.461488e-07,H
