Machine Module SVA1032X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+5.100000000E+07
Stop Frequency,+1.510000000E+08
Format,Smith,R+jX
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
5.100000e+07,-6.150982e-01,-2.757658e+01,1.131643e-10,F
5.120040e+07,-2.398223e-01,-2.665313e+01,1.166269e-10,F
5.140080e+07,2.673940e-01,-2.656815e+01,1.165438e-10,F
5.160120e+07,-1.158182e-01,-2.645334e+01,1.165950e-10,F
5.180160e+07,2.260004e-02,-2.645542e+01,1.161348e-10,F
5.200200e+07,-3.475134e-02,-2.655710e+01,1.152443e-10,F
5.220240e+07,3.428111e-01,-2.602991e+01,1.171270e-10,F
5.240281e+07,-3.070131e-02,-2.589278e+01,1.172970e-10,F
5.260321e+07,4.144165e-02,-2.606249e+01,1.160893e-10,F
5.280361e+07,-1.843945e-02,-2.561397e+01,1.176738e-10,F
5.300401e+07,1.522946e-01,-2.572666e+01,1.167153e-10,F
5.320441e+07,-1.955871e-01,-2.546237e+01,1.174826e-10,F
5.340481e+07,-6.671558e-03,-2.537896e+01,1.174264e-10,F
5.360521e+07,-2.508420e-03,-2.539540e+01,1.169117e-10,F
5.380561e+07,-7.408371e-02,-2.510989e+01,1.178006e-10,F
5.400601e+07,1.332585e-01,-2.509232e+01,1.174457e-10,F
5.420641e+07,9.758572e-02,-2.511183e+01,1.169206e-10,F
5.440681e+07,7.014447e-02,-2.516076e+01,1.162634e-10,F
5.460721e+07,-1.260104e-01,-2.490121e+01,1.170441e-10,F
5.480762e+07,-9.848304e-02,-2.450370e+01,1.185079e-10,F
5.500802e+07,4.315431e-02,-2.453208e+01,1.179396e-10,F
5.520842e+07,-8.493685e-02,-2.421846e+01,1.190333e-10,F
5.540882e+07,-2.778039e-02,-2.418189e+01,1.187821e-10,F
5.560922e+07,1.144131e-01,-2.403135e+01,1.190954e-10,F
5.580962e+07,6.860770e-02,-2.411663e+01,1.182482e-10,F
5.601002e+07,-1.487293e-01,-2.392435e+01,1.187721e-10,F
5.621042e+07,-2.331672e-01,-2.416409e+01,1.171744e-10,F
5.641082e+07,9.564878e-02,-2.351902e+01,1.199605e-10,F
5.661122e+07,4.198823e-02,-2.346901e+01,1.197906e-10,F
5.681162e+07,-1.313034e-01,-2.358302e+01,1.187910e-10,F
5.701202e+07,-1.395173e-02,-2.328651e+01,1.198807e-10,F
5.721242e+07,-1.118067e-01,-2.319080e+01,1.199538e-10,F
5.741283e+07,-6.898646e-03,-2.301623e+01,1.204417e-10,F
5.761323e+07,-1.909375e-01,-2.304466e+01,1.198748e-10,F
5.781363e+07,-1.317127e-01,-2.298740e+01,1.197568e-10,F
5.801403e+07,-1.495114e-01,-2.310872e+01,1.187166e-10,F
5.821443e+07,-5.481589e-02,-2.264820e+01,1.207135e-10,F
5.841483e+07,1.345071e-01,-2.288264e+01,1.190669e-10,F
5.861523e+07,4.505076e-02,-2.252325e+01,1.205532e-10,F
5.881563e+07,-1.575840e-02,-2.273756e+01,1.190100e-10,F
5.901603e+07,-6.027775e-03,-2.225902e+01,1.211558e-10,F
5.921643e+07,2.032348e-01,-2.255589e+01,1.191565e-10,F
5.941683e+07,-3.183901e-02,-2.222557e+01,1.205196e-10,F
